ad_id,platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,budget_daily_inr,bid_strategy,ad_copy_length_words,has_price_mention,has_offer_mention,has_expert_mention,has_urgency_words,has_emoji_in_copy,video_duration_seconds,days_active,month_launched,is_own_brand,impressions,clicks,installs,spent_inr,ctr,cpi_inr,d0_removal_rate,d1_retention_rate,d7_retention_rate,purchase_within_7d_rate,onboarding_completion_rate,avg_session_duration_seconds,install_quality_score
AD0092,Google_UAC,MamEarth,Lead_Form,Seasonal_Festival,Watch_More,TTC,Tamil,5914.07,Lowest_Cost,13,0,0,0,0,1,0,57,Apr,0,22806,632,112,3253.04,0.0277,29.04,0.2304,0.26,0.16,0.093,0.5619,235.84,54.29
AD0093,Meta_Feed,Mylo_Ovaluna,Carousel,Product_Demo,Watch_More,Pregnant_Tri1,Hinglish,2340.05,Target_CPA,12,0,0,0,0,0,0,4,Oct,1,110898,1857,306,5826.73,0.0167,19.04,0.2756,0.2805,0.0982,0.0315,0.7079,241.8,60.65
AD0094,Meta_Feed,Healofy,Video_15s,Discount_Offer,Watch_More,Pregnant_Tri3,Telugu,2000.31,Max_Conversions,27,1,1,0,1,1,15,41,Apr,0,1141626,4566,898,17960.0,0.004,20.0,0.18,0.4244,0.2483,0.0909,0.7405,134.4,72.7
AD0095,Google_Search,Healofy,Video_30s,UGC_Repost,Install_Now,New_Mom_3_6m,Telugu,898.14,Target_CPA,27,0,0,0,0,0,30,42,Feb,0,191790,5903,1219,27691.61,0.0308,22.72,0.18,0.4124,0.2644,0.093,0.8385,263.09,76.72
AD0096,Google_UAC,Mylo_App,Carousel,Testimonial_Mom,Watch_More,Pregnant_Tri3,Marathi,5480.01,Lowest_Cost,21,0,0,0,0,1,0,36,Dec,1,11635,172,41,1144.53,0.0148,27.92,0.1211,0.4555,0.2244,0.114,0.7811,259.37,79.02
AD0097,Google_Display,Healofy,Carousel,Doctor_Expert,Swipe_Up,New_Mom_0_3m,Bengali,4150.71,Lowest_Cost,29,0,0,1,0,0,0,69,Jan,0,52406,455,107,2593.46,0.0087,24.24,0.08,0.4,0.3,0.1174,0.92,268.16,88.15
AD0098,Meta_Feed,BabyChakra,Static_Image,Before_After,Swipe_Up,Broad_Women_25_34,English,3873.27,Cost_Cap,23,0,0,0,0,0,0,38,Feb,0,640647,4906,865,11407.0,0.0077,13.19,0.3263,0.2476,0.1875,0.0333,0.722,205.5,60.25
AD0099,Google_Search,Mylo_DiapersApp,Video_15s,Fear_Appeal,Swipe_Up,New_Mom_0_3m,Bengali,2519.57,Target_CPA,15,0,0,0,0,0,15,16,Mar,1,202313,3950,820,23453.37,0.0195,28.6,0.1648,0.4243,0.2087,0.1145,0.7832,224.91,75.9
AD0100,Meta_Stories,PharmEasy_Baby,Video_15s,Discount_Offer,Watch_More,Pregnant_Tri2,English,5871.98,Manual_CPC,12,1,1,0,1,1,15,13,Oct,0,1894779,7579,1424,28480.0,0.004,20.0,0.18,0.38,0.16,0.078,0.7,216.15,70.41
AD0101,Meta_Reels,Mylo_App,Video_30s,Testimonial_Mom,Get_Offer,Toddler_Mom_1_2y,Telugu,3667.63,Manual_CPC,23,0,0,0,0,1,30,20,Jul,1,57905,544,99,2360.81,0.0094,23.85,0.2168,0.3674,0.2485,0.0706,0.8459,258.19,72.87
AD0102,Google_UAC,Mylo_LactoMama,Stories_Poll,Myth_Busting,Shop_Now,Lookalike_Purchasers,Hinglish,5449.5,Manual_CPC,13,0,0,0,0,0,0,33,May,1,268041,4022,803,16745.9,0.015,20.85,0.3373,0.2861,0.1937,0.038,0.776,180.49,62.43
AD0103,Google_Display,HealthKart_Women,Static_Image,Ingredient_Science,Swipe_Up,Toddler_Mom_1_2y,Tamil,1601.75,Manual_CPC,23,0,0,0,0,1,0,7,Feb,0,25566,200,42,908.32,0.0078,21.63,0.1632,0.2736,0.1539,0.053,0.7573,174.3,66.77
AD0104,Google_Search,Mylo_Ovaluna,Video_15s,Celebrity_Endorsement,Install_Now,Pregnant_Tri1,Hindi,1257.4,Lowest_Cost,21,0,0,0,0,1,15,25,Dec,1,1451321,53493,10865,280980.38,0.0369,25.86,0.3086,0.3059,0.1068,0.0631,0.5903,169.89,59.85
AD0105,Google_Search,Mylo_LactoMama,Carousel,Problem_Solution,Watch_More,Toddler_Mom_1_2y,Tamil,1042.33,Target_CPA,18,0,0,0,0,0,0,43,Mar,1,61266,1364,243,7785.38,0.0223,32.04,0.2915,0.3249,0.188,0.0593,0.5942,157.26,63.37
AD0106,Google_UAC,Mylo_Ovaluna,Lead_Form,Myth_Busting,Get_Offer,Broad_Women_25_34,Hindi,3351.06,Max_Conversions,9,0,0,0,0,1,0,36,Feb,1,235535,5308,827,9825.38,0.0225,11.88,0.2938,0.1764,0.0512,0.0462,0.4357,207.22,43.18
AD0107,Google_UAC,PharmEasy_Baby,Video_15s,Problem_Solution,Learn_More,TTC,Tamil,5935.03,Lowest_Cost,19,0,0,0,0,0,15,40,Nov,0,42200,691,137,3616.05,0.0164,26.39,0.1073,0.4053,0.2407,0.0969,0.7615,186.71,77.28
AD0108,Google_Display,Mylo_Ovaluna,Static_Image,Problem_Solution,Get_Offer,Lookalike_Purchasers,Tamil,4031.45,Max_Value,24,0,0,0,0,1,0,63,Oct,1,476542,7143,1525,25296.08,0.015,16.59,0.2023,0.308,0.144,0.0499,0.8063,234.06,67.18
AD0109,Meta_Feed,HealthKart_Women,Video_15s,Seasonal_Festival,Swipe_Up,TTC,Hinglish,2992.41,Cost_Cap,16,0,0,0,0,1,15,69,Jul,0,441233,2115,478,10089.98,0.0048,21.11,0.1586,0.365,0.2711,0.0469,0.7,282.08,72.9
AD0110,Meta_Reels,Mylo_DiapersApp,Static_Image,Discount_Offer,Learn_More,New_Mom_0_3m,Hindi,5627.79,Cost_Cap,23,1,1,0,1,0,0,41,Dec,1,162239,4443,903,18060.0,0.0274,20.0,0.18,0.38,0.16,0.0401,0.7,198.38,69.65
AD0111,Google_UAC,Mylo_PregaPlus,Carousel,Myth_Busting,Swipe_Up,Pregnant_Tri3,Hinglish,6454.91,Max_Conversions,16,0,0,0,0,1,0,53,Nov,1,620056,12925,2555,68893.75,0.0208,26.96,0.1085,0.38,0.2417,0.0761,0.7105,228.91,75.14
AD0112,Meta_Reels,Mylo_DiapersApp,Reels_Remix,Doctor_Expert,Install_Now,TTC,Kannada,5454.36,Lowest_Cost,12,0,0,1,0,0,22,42,Dec,1,43239,508,129,4719.72,0.0117,36.59,0.08,0.503,0.3594,0.1116,0.9101,343.1,93.67
AD0113,Meta_Reels,Mylo_App,Carousel,Emotional_Journey,Learn_More,TTC,Marathi,5736.69,Target_CPA,18,0,0,0,0,0,0,40,May,1,606187,12489,2468,60691.8,0.0206,24.59,0.18,0.4163,0.342,0.0849,0.7341,255.39,77.4
AD0114,Google_Display,BabyChakra,Reels_Remix,Doctor_Expert,Learn_More,Retargeting_Cart_Abandon,Hinglish,6247.51,Cost_Cap,26,0,0,1,0,1,29,63,Jan,0,1362,25,5,90.0,0.0184,18.0,0.0828,0.3817,0.2914,0.1587,0.92,322.07,87.92
AD0115,Meta_Feed,Mylo_LactoMama,Static_Image,Doctor_Expert,Watch_More,Pregnant_Tri2,Kannada,3605.69,Max_Conversions,10,0,0,1,0,0,0,57,Jul,1,45119,361,85,2749.51,0.008,32.35,0.08,0.4938,0.36,0.1405,0.92,349.87,94.03
AD0116,Google_UAC,Healofy,Stories_Poll,Comparison_Ad,Install_Now,Retargeting_App_Inactive,Hindi,1603.03,Manual_CPC,20,0,0,0,0,0,0,19,Apr,0,3815,123,24,411.45,0.0322,17.14,0.0873,0.3384,0.2242,0.0679,0.8499,199.92,75.41
AD0117,Google_Display,Mylo_DiapersApp,Collection_Ad,UGC_Repost,Install_Now,Broad_Women_18_24,Telugu,2145.35,Max_Conversions,12,0,0,0,0,1,0,18,May,1,18807,163,22,202.92,0.0087,9.22,0.35,0.1569,0.0763,0.0203,0.53,201.34,39.92
AD0118,Google_Display,Mylo_App,Reels_Remix,Discount_Offer,Swipe_Up,Pregnant_Tri3,English,5757.64,Max_Value,17,1,1,0,0,1,25,17,Feb,1,521476,14786,3103,62060.0,0.0284,20.0,0.18,0.38,0.16,0.0644,0.7056,177.73,70.21
AD0119,YouTube_Shorts,Mylo_Ovaluna,Carousel,Ingredient_Science,Swipe_Up,Broad_Women_35_44,English,6409.66,Target_CPA,26,0,0,0,0,1,0,51,Jun,1,624660,9514,1620,38036.22,0.0152,23.48,0.3219,0.3198,0.187,0.0343,0.6623,245.39,62.52
AD0120,Google_Search,BabyChakra,Video_30s,Before_After,Get_Offer,New_Mom_3_6m,Kannada,3554.83,Max_Conversions,28,0,0,0,0,1,30,9,Jan,0,61046,1430,310,8467.94,0.0234,27.32,0.18,0.4362,0.3028,0.0864,0.7582,206.98,77.5
AD0121,YouTube_Shorts,HealthKart_Women,Playable_Ad,Before_After,Swipe_Up,Toddler_Mom_1_2y,Telugu,3383.78,Cost_Cap,9,0,0,0,0,0,30,63,Dec,0,66905,1040,180,5298.8,0.0155,29.44,0.2099,0.2681,0.0751,0.0401,0.7622,255.38,62.65
AD0122,Meta_Reels,Healofy,Static_Image,UGC_Repost,Book_Free_Consult,Pregnant_Tri1,Marathi,3391.63,Target_ROAS,24,0,0,0,0,1,0,70,Dec,0,280297,840,167,4503.14,0.003,26.96,0.2942,0.2413,0.1195,0.0595,0.6288,205.21,58.51
AD0123,Google_Search,MamEarth,Lead_Form,Testimonial_Mom,Get_Offer,Retargeting_Cart_Abandon,Hinglish,5956.44,Target_ROAS,18,0,0,0,0,0,0,40,Nov,0,2018,70,13,281.21,0.0347,21.63,0.2259,0.26,0.16,0.1434,0.6,265.89,55.98
AD0124,Meta_Feed,Mylo_LactoMama,Collection_Ad,Problem_Solution,Watch_More,TTC,Bengali,1031.49,Max_Value,25,0,0,0,0,0,0,52,Apr,1,84120,1233,265,8177.96,0.0147,30.86,0.1734,0.4077,0.2045,0.067,0.7805,296.17,73.82
AD0125,YouTube_Shorts,Mylo_DiapersApp,Video_15s,Testimonial_Mom,Sign_Up,Pregnant_Tri2,English,3767.08,Cost_Cap,21,0,0,0,0,1,15,19,Mar,1,91488,1159,225,5657.5,0.0127,25.14,0.1428,0.38,0.2483,0.0733,0.7731,245.37,74.95
AD0126,Google_UAC,Healofy,Static_Image,Doctor_Expert,Learn_More,New_Mom_0_3m,Hinglish,1802.66,Max_Conversions,24,0,0,1,0,1,0,4,Feb,0,413172,4000,952,32539.93,0.0097,34.18,0.08,0.5,0.3686,0.136,0.92,320.51,94.43
AD0127,Google_UAC,Mylo_App,Stories_Poll,Testimonial_Mom,Install_Now,Lookalike_Purchasers,English,6709.24,Target_CPA,8,0,0,0,0,0,0,30,Nov,1,367828,4034,730,9342.97,0.011,12.8,0.2099,0.357,0.2379,0.061,0.7505,273.98,70.91
AD0128,Meta_Feed,Mylo_App,Video_60s,UGC_Repost,Learn_More,Pregnant_Tri3,Hinglish,4540.94,Target_CPA,8,0,0,0,0,1,60,3,Nov,1,183917,3274,626,12520.0,0.0178,20.0,0.18,0.38,0.2967,0.0608,0.7568,194.07,74.52
AD0129,Meta_Stories,PharmEasy_Baby,Video_15s,UGC_Repost,Learn_More,Retargeting_Cart_Abandon,Malayalam,6116.47,Max_Conversions,8,0,0,0,0,0,15,3,Oct,0,4478,141,25,337.98,0.0315,13.52,0.25,0.3461,0.2787,0.1289,0.7416,235.63,71.48
AD0130,Google_Display,Mylo_App,Static_Image,Ingredient_Science,Install_Now,New_Mom_0_3m,English,4708.9,Lowest_Cost,27,0,0,0,0,0,0,65,Aug,1,340310,2926,540,14272.22,0.0086,26.43,0.18,0.326,0.2051,0.0756,0.8385,207.5,71.27
AD0131,Google_Display,Mylo_Ovaluna,Stories_Poll,Fear_Appeal,Shop_Now,New_Mom_6_12m,Hindi,6244.13,Lowest_Cost,10,0,0,0,0,0,0,6,Oct,1,175852,2757,461,11205.62,0.0157,24.31,0.194,0.1859,0.1113,0.0508,0.6741,215.01,59.87
AD0132,YouTube_Shorts,Mylo_App,Carousel,Emotional_Journey,Shop_Now,New_Mom_0_3m,English,1938.56,Manual_CPC,27,0,0,0,0,0,0,60,Mar,1,566699,2897,539,17304.73,0.0051,32.11,0.2036,0.3338,0.1732,0.0605,0.7279,199.7,68.13
AD0133,Google_Display,HealthKart_Women,Video_60s,Testimonial_Mom,Book_Free_Consult,New_Mom_0_3m,Telugu,5905.87,Target_CPA,20,0,0,0,0,0,60,48,Jun,0,1090480,4361,965,22282.05,0.004,23.09,0.1711,0.458,0.2872,0.0689,0.7586,305.85,77.92
AD0134,Meta_Feed,PharmEasy_Baby,Static_Image,UGC_Repost,Shop_Now,Pregnant_Tri3,Hindi,6722.28,Target_ROAS,26,0,0,0,0,0,0,30,Aug,0,416583,6706,1265,31981.59,0.0161,25.28,0.1664,0.38,0.2273,0.0684,0.7638,257.87,73.36
AD0135,Meta_Reels,PharmEasy_Baby,Reels_Remix,Myth_Busting,Get_Offer,Pregnant_Tri2,Marathi,4338.76,Max_Value,25,0,0,0,0,0,17,19,Oct,0,107889,1627,383,7660.0,0.0151,20.0,0.18,0.4306,0.2629,0.0704,0.8691,286.55,77.37
AD0136,Meta_Stories,Mylo_DiapersApp,Static_Image,Ingredient_Science,Shop_Now,New_Mom_6_12m,Hinglish,2843.95,Lowest_Cost,18,0,0,0,0,1,0,57,Nov,1,598923,9451,1735,28073.77,0.0158,16.18,0.2458,0.2703,0.1534,0.0547,0.6414,156.48,62.31
AD0137,Meta_Stories,PharmEasy_Baby,Video_30s,Comparison_Ad,Get_Offer,Broad_Women_25_34,Hinglish,1268.16,Max_Value,11,0,0,0,0,1,30,30,Sep,0,476526,6198,1141,18417.73,0.013,16.14,0.2397,0.3356,0.1648,0.0214,0.7719,130.69,63.39
AD0138,Meta_Stories,HealthKart_Women,Static_Image,Problem_Solution,Swipe_Up,Toddler_Mom_1_2y,Hinglish,5082.18,Target_ROAS,13,0,0,0,0,1,0,69,May,0,438836,1763,311,7632.98,0.004,24.54,0.2417,0.2574,0.1228,0.042,0.6327,215.15,60.72
AD0139,Google_UAC,PharmEasy_Baby,Static_Image,Ingredient_Science,Swipe_Up,New_Mom_6_12m,Kannada,4068.11,Target_ROAS,19,0,0,0,0,1,0,27,Aug,0,65034,1362,262,5554.01,0.0209,21.2,0.2018,0.2873,0.1315,0.0314,0.6621,253.11,63.7
AD0140,YouTube_Shorts,BabyChakra,Playable_Ad,Discount_Offer,Install_Now,Toddler_Mom_1_2y,English,1123.18,Lowest_Cost,28,1,1,0,0,0,45,43,Jul,0,219405,4388,641,10514.93,0.02,16.4,0.34,0.1581,0.0465,0.0268,0.6114,100.7,43.82
AD0141,Google_Display,Mylo_App,Carousel,Doctor_Expert,Learn_More,Broad_Women_18_24,English,1059.48,Manual_CPC,29,0,0,1,0,1,0,72,Jan,1,203291,1052,151,2265.0,0.0052,15.0,0.35,0.1684,0.0661,0.03,0.6419,205.02,47.82
AD0142,Google_UAC,BabyChakra,Reels_Remix,Product_Demo,Learn_More,Toddler_Mom_1_2y,Hindi,4424.97,Cost_Cap,25,0,0,0,0,1,22,63,Oct,0,124721,980,187,2794.27,0.0079,14.94,0.2278,0.1681,0.1228,0.0296,0.6421,188.59,57.45
AD0143,Google_UAC,Healofy,Carousel,Myth_Busting,Sign_Up,New_Mom_3_6m,English,3153.11,Lowest_Cost,28,0,0,0,0,1,0,35,Sep,0,388145,7715,1821,36420.0,0.0199,20.0,0.1202,0.38,0.1949,0.0695,0.8102,186.05,74.69
AD0144,Meta_Reels,HealthKart_Women,Reels_Remix,Emotional_Journey,Swipe_Up,Pregnant_Tri3,Hindi,3744.46,Max_Conversions,22,0,0,0,0,1,34,62,Nov,0,635429,10038,1986,56336.45,0.0158,28.37,0.18,0.3446,0.1688,0.0808,0.7234,290.71,69.59
AD0145,Meta_Feed,Mylo_LactoMama,Carousel,Doctor_Expert,Learn_More,Broad_Women_25_34,Kannada,1750.3,Target_CPA,11,0,0,1,0,0,0,9,Jan,1,49624,515,108,2826.54,0.0104,26.17,0.2187,0.384,0.3062,0.0601,0.8901,266.78,81.42
AD0146,Google_Search,Mylo_App,Video_60s,Testimonial_Mom,Swipe_Up,New_Mom_6_12m,Tamil,3386.01,Max_Conversions,26,0,0,0,0,1,60,71,May,1,646003,14449,2418,62730.5,0.0224,25.94,0.1959,0.2749,0.1598,0.071,0.7104,181.06,65.61
AD0147,Meta_Stories,Healofy,Stories_Poll,Discount_Offer,Learn_More,Broad_Women_25_34,Telugu,5859.04,Cost_Cap,10,1,1,0,1,1,0,37,May,0,23389,537,93,744.0,0.023,8.0,0.3476,0.1761,0.0887,0.016,0.602,128.96,48.62
AD0148,Meta_Reels,Mylo_PregaPlus,Static_Image,Doctor_Expert,Install_Now,Broad_Women_25_34,Hinglish,2819.79,Max_Conversions,9,0,0,1,0,1,0,37,Jul,1,55138,303,68,1720.76,0.0055,25.31,0.1571,0.4,0.3062,0.0997,0.7395,312.18,82.92
AD0149,Meta_Feed,Mylo_DiapersApp,Video_30s,Before_After,Install_Now,New_Mom_0_3m,Tamil,630.54,Manual_CPC,24,0,0,0,0,0,30,41,Apr,1,51357,637,150,3000.0,0.0124,20.0,0.18,0.4314,0.2593,0.0758,0.735,289.25,75.61
AD0150,Google_UAC,Mylo_LactoMama,Video_15s,Testimonial_Mom,Get_Offer,Pregnant_Tri1,Hinglish,2456.32,Target_ROAS,28,0,0,0,0,1,15,27,Jan,1,218994,2808,572,10628.72,0.0128,18.58,0.1894,0.3699,0.1937,0.0475,0.7013,249.7,70.0
AD0151,Meta_Reels,MamEarth,Video_15s,Myth_Busting,Swipe_Up,New_Mom_6_12m,English,1380.92,Cost_Cap,16,0,0,0,0,1,15,67,Jul,0,598255,7614,1230,32136.11,0.0127,26.13,0.2592,0.1988,0.1071,0.0278,0.5646,255.73,56.13
AD0152,Meta_Stories,BabyChakra,Static_Image,Emotional_Journey,Shop_Now,Broad_Women_35_44,English,6158.73,Lowest_Cost,23,0,0,0,0,1,0,52,Nov,0,510795,7329,1083,20594.63,0.0143,19.02,0.3087,0.2244,0.1065,0.0437,0.553,249.73,55.65
AD0153,Google_UAC,Healofy,Lead_Form,Myth_Busting,Shop_Now,Toddler_Mom_1_2y,Hinglish,5233.1,Max_Value,10,0,0,0,0,0,0,15,Dec,0,467820,10725,1558,28301.53,0.0229,18.17,0.276,0.1438,0.0696,0.0529,0.491,202.56,43.84
AD0154,Meta_Reels,Healofy,Video_30s,Before_After,Get_Offer,Toddler_Mom_1_2y,Malayalam,6351.53,Target_ROAS,18,0,0,0,0,1,30,44,Oct,0,1465330,4867,877,18180.23,0.0033,20.73,0.22,0.278,0.1804,0.0358,0.6745,254.78,64.29
AD0155,YouTube_Shorts,Mylo_App,Playable_Ad,Emotional_Journey,Get_Offer,Toddler_Mom_1_2y,English,3411.46,Lowest_Cost,16,0,0,0,0,1,27,32,May,1,334985,6699,1391,32407.03,0.02,23.3,0.2612,0.3307,0.1681,0.0439,0.7324,152.48,65.2
AD0156,Meta_Stories,Mylo_LactoMama,Playable_Ad,Problem_Solution,Swipe_Up,New_Mom_3_6m,Malayalam,1151.59,Max_Conversions,28,0,0,0,0,0,44,51,Jan,1,24088,615,126,3225.04,0.0255,25.6,0.1797,0.3953,0.2381,0.0604,0.7215,267.85,73.09
AD0157,Meta_Reels,Healofy,Reels_Remix,Doctor_Expert,Get_Offer,Broad_Women_25_34,Hindi,826.43,Max_Conversions,18,0,0,1,0,0,18,55,Jul,0,264831,2001,415,8071.32,0.0076,19.45,0.1574,0.4,0.3001,0.0602,0.776,318.59,82.44
AD0158,Google_Display,Mylo_Ovaluna,Static_Image,Product_Demo,Swipe_Up,Retargeting_App_Inactive,Marathi,5803.89,Lowest_Cost,30,0,0,0,0,0,0,63,Jan,1,3650,95,17,269.12,0.026,15.83,0.1251,0.3566,0.2027,0.1134,0.7959,287.03,74.48
AD0159,Google_Search,Healofy,Carousel,Problem_Solution,Swipe_Up,Pregnant_Tri1,Hindi,6114.04,Target_CPA,13,0,0,0,0,0,0,5,Jan,0,85021,1636,329,9323.9,0.0192,28.34,0.2134,0.2429,0.0988,0.0489,0.6309,211.28,60.56
AD0160,Google_Search,Mylo_LactoMama,Playable_Ad,Celebrity_Endorsement,Learn_More,New_Mom_0_3m,Hinglish,1262.78,Max_Conversions,24,0,0,0,0,0,27,22,Jul,1,498276,25793,5822,255614.78,0.0518,43.9,0.1541,0.3832,0.1915,0.0657,0.7743,302.92,73.02
AD0161,Meta_Feed,Mylo_LactoMama,Collection_Ad,Fear_Appeal,Install_Now,New_Mom_3_6m,Hinglish,6559.56,Manual_CPC,16,0,0,0,0,0,0,19,Mar,1,426281,3151,594,17969.77,0.0074,30.25,0.1719,0.38,0.2627,0.0729,0.7,166.67,73.36
AD0162,Meta_Reels,Mylo_LactoMama,Video_30s,Comparison_Ad,Swipe_Up,Lookalike_Purchasers,Hindi,4814.4,Lowest_Cost,14,0,0,0,0,1,30,65,Dec,1,565940,4398,752,12397.63,0.0078,16.49,0.2389,0.1885,0.0335,0.0285,0.6375,170.68,55.41
AD0163,Google_Search,Mylo_DiapersApp,Video_30s,Discount_Offer,Sign_Up,Toddler_Mom_1_2y,Hinglish,4543.81,Lowest_Cost,17,1,1,0,1,1,30,39,Aug,1,592949,16076,2456,48987.17,0.0271,19.95,0.4035,0.2133,0.0725,0.054,0.4945,132.55,47.57
AD0164,Meta_Stories,Mylo_PregaPlus,Video_30s,Seasonal_Festival,Swipe_Up,Retargeting_Cart_Abandon,English,2505.1,Max_Conversions,30,0,0,0,0,0,30,60,Nov,1,4355,113,21,229.06,0.0259,10.91,0.1432,0.3607,0.1367,0.1317,0.6996,227.96,71.33
AD0165,Google_Search,Mylo_DiapersApp,Static_Image,Ingredient_Science,Shop_Now,New_Mom_6_12m,Hinglish,5719.57,Max_Conversions,23,0,0,0,0,0,0,63,Aug,1,332938,5573,844,13639.05,0.0167,16.16,0.256,0.1465,0.099,0.0629,0.6782,237.28,56.15
AD0166,Meta_Feed,Mylo_PregaPlus,Carousel,Problem_Solution,Book_Free_Consult,Broad_Women_25_34,Tamil,4088.48,Manual_CPC,26,0,0,0,0,1,0,41,Jun,1,18491,231,46,747.03,0.0125,16.24,0.193,0.2982,0.1744,0.031,0.6228,220.3,65.06
AD0167,Google_Search,Mylo_App,Video_30s,Fear_Appeal,Learn_More,Toddler_Mom_1_2y,Tamil,6515.25,Max_Conversions,23,0,0,0,0,1,30,26,Oct,1,40347,1112,200,3984.37,0.0276,19.92,0.191,0.2335,0.1582,0.0732,0.7501,156.95,64.64
AD0168,Google_UAC,BabyChakra,Collection_Ad,Testimonial_Mom,Install_Now,New_Mom_0_3m,Tamil,6734.75,Max_Value,14,0,0,0,0,1,0,64,Aug,0,56183,571,134,3475.99,0.0102,25.94,0.1291,0.4,0.3,0.1058,0.8193,307.51,78.9
AD0169,Google_UAC,Healofy,Carousel,Testimonial_Mom,Watch_More,New_Mom_0_3m,Marathi,5070.44,Cost_Cap,10,0,0,0,0,1,0,60,May,0,75464,362,76,1741.86,0.0048,22.92,0.1179,0.4,0.3,0.1214,0.8465,242.39,79.96
AD0170,Meta_Feed,HealthKart_Women,Stories_Poll,Problem_Solution,Swipe_Up,Pregnant_Tri1,Kannada,5307.94,Lowest_Cost,17,0,0,0,0,0,0,27,May,0,44128,492,79,1351.41,0.0111,17.11,0.2306,0.2294,0.1141,0.0331,0.5831,210.98,58.88
AD0171,Meta_Reels,BabyChakra,Video_60s,Product_Demo,Shop_Now,Retargeting_App_Inactive,English,2900.94,Lowest_Cost,20,0,0,0,0,1,60,60,Oct,0,2813,65,13,165.88,0.0231,12.76,0.1016,0.3259,0.1953,0.0899,0.8573,280.04,74.19
AD0172,Google_Display,BabyChakra,Lead_Form,Seasonal_Festival,Install_Now,TTC,Hinglish,2687.08,Target_CPA,13,0,0,0,0,1,0,19,Sep,0,267625,5206,965,28526.85,0.0195,29.56,0.2572,0.2373,0.16,0.0782,0.5408,243.73,51.88
AD0173,Google_Display,HealthKart_Women,Lead_Form,Testimonial_Mom,Get_Offer,New_Mom_0_3m,English,3310.69,Cost_Cap,20,0,0,0,0,0,0,51,Jun,0,475844,9338,1904,46613.73,0.0196,24.48,0.2346,0.26,0.16,0.1035,0.6,235.69,54.88
AD0174,Google_Search,HealthKart_Women,Static_Image,Comparison_Ad,Install_Now,Pregnant_Tri1,Hindi,2805.33,Target_ROAS,9,0,0,0,0,0,0,17,May,0,423277,14781,2531,52171.72,0.0349,20.61,0.2724,0.2431,0.1182,0.0441,0.6378,200.87,59.1
AD0175,Meta_Stories,Mylo_App,Playable_Ad,Before_After,Shop_Now,TTC,English,5146.91,Target_CPA,21,0,0,0,0,0,24,56,Aug,1,55087,2185,464,16479.03,0.0397,35.52,0.18,0.38,0.2194,0.0739,0.8242,217.13,73.61
AD0176,Google_Display,Mylo_Ovaluna,Video_60s,Comparison_Ad,Shop_Now,Broad_Women_25_34,Hinglish,6064.68,Max_Conversions,16,0,0,0,0,1,60,69,Oct,1,367617,1636,338,6219.5,0.0045,18.4,0.2862,0.3103,0.0506,0.0403,0.7336,170.62,60.74
AD0177,YouTube_Shorts,Mylo_App,Carousel,Before_After,Get_Offer,New_Mom_0_3m,Kannada,2081.95,Max_Conversions,26,0,0,0,0,0,0,40,Dec,1,26014,503,112,2658.45,0.0193,23.74,0.1682,0.38,0.2622,0.0753,0.7345,211.63,73.98
AD0178,YouTube_Shorts,Healofy,Lead_Form,Doctor_Expert,Install_Now,Broad_Women_18_24,Hindi,5233.5,Cost_Cap,28,0,0,1,0,1,0,24,Aug,0,371238,7424,1266,18990.0,0.02,15.0,0.34,0.14,0.03,0.025,0.5149,218.48,36.21
AD0179,Meta_Reels,HealthKart_Women,Video_15s,Ingredient_Science,Watch_More,Broad_Women_25_34,Tamil,1646.26,Cost_Cap,30,0,0,0,0,1,15,4,Feb,0,86257,619,121,1486.77,0.0072,12.29,0.2317,0.3173,0.1448,0.037,0.6357,133.08,61.16
AD0180,Google_Search,HealthKart_Women,Lead_Form,Testimonial_Mom,Shop_Now,Pregnant_Tri2,Hindi,4742.18,Lowest_Cost,22,0,0,0,0,1,0,44,May,0,282769,8022,1265,28868.48,0.0284,22.82,0.2507,0.26,0.16,0.0792,0.6,237.94,53.84
AD0181,Google_UAC,Mylo_LactoMama,Playable_Ad,Before_After,Learn_More,Broad_Women_25_34,Marathi,4171.36,Target_CPA,23,0,0,0,0,1,32,11,Sep,1,33623,968,170,4516.13,0.0288,26.57,0.2547,0.3904,0.1155,0.0497,0.8083,173.35,68.0
AD0182,Meta_Stories,Mylo_DiapersApp,Video_15s,Problem_Solution,Shop_Now,Broad_Women_25_34,Hinglish,6236.67,Target_CPA,14,0,0,0,0,1,15,33,Aug,1,445205,5712,1174,26609.85,0.0128,22.67,0.27,0.2876,0.1958,0.0475,0.7723,132.13,61.98
AD0183,Google_Display,MamEarth,Playable_Ad,Fear_Appeal,Get_Offer,Broad_Women_25_34,Hindi,829.02,Max_Conversions,23,0,0,0,0,0,39,8,Apr,0,251287,8164,1312,28745.53,0.0325,21.91,0.233,0.1665,0.1169,0.0467,0.6549,152.19,57.1
AD0184,Meta_Reels,Healofy,Video_15s,Comparison_Ad,Get_Offer,Pregnant_Tri2,Bengali,5624.13,Max_Conversions,26,0,0,0,0,1,15,38,Mar,0,519135,9533,1885,38608.53,0.0184,20.48,0.1566,0.4183,0.2486,0.0671,0.7408,299.51,75.48
