platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,has_offer,has_expert,d1,iqs,source_dataset,d7,d30,lift,platform_e,brand_e,ad_format_e,creative_theme_e,cta_type_e,audience_segment_e,language_e,source_dataset_e
Meta_Feed,BabyChakra,Collection_Ad,Doctor_Expert,Get_Offer,Broad_Women_25_34,Hindi,0,1,0.3671,80.41,07,0.2530538654671299,0.16790900412329743,0.48781767456837233,8,3,3,7,7,1,3,0
Meta_Feed,Healofy,Reels_Remix,Celebrity_Endorsement,Shop_Now,New_Mom_6_12m,Telugu,0,0,0.283,66.78,07,0.16893724224867893,0.08164146316545647,0.40687413467224054,8,9,8,1,14,17,9,0
Meta_Stories,Mylo_PregaPlus,Video_30s,Comparison_Ad,Install_Now,New_Mom_0_3m,Hinglish,0,0,0.3446,73.91,07,0.20131930287941277,0.10518558932180287,0.5817052285983849,10,31,19,4,10,14,4,0
Meta_Stories,Mylo_DiapersApp,Static_Image,Emotional_Journey,Learn_More,Pregnant_Tri1,Hinglish,0,0,0.3383,65.4,07,0.17880392246625507,0.0863547572491093,0.5865845416349575,10,28,12,10,12,20,4,0
Meta_Reels,Mylo_DiapersApp,Video_15s,Testimonial_Mom,Install_Now,New_Mom_0_3m,English,0,0,0.3828,74.26,07,0.1399912609003748,0.06811418723853294,0.5666006448489541,9,28,18,29,10,14,1,0
Google_UAC,Healofy,Video_15s,Testimonial_Mom,Install_Now,Pregnant_Tri3,Kannada,0,0,0.4682,80.04,07,0.1746307109813096,0.08032824587307773,0.40308647253654467,4,9,18,29,10,22,5,0
Meta_Reels,Mylo_App,Video_15s,Celebrity_Endorsement,Sign_Up,Pregnant_Tri3,Marathi,0,0,0.416,73.63,07,0.17576272916577748,0.08825860024371814,0.40463420720856247,9,27,18,1,16,22,7,0
Google_Search,Mylo_DiapersApp,Carousel,Discount_Offer,Shop_Now,Lookalike_Purchasers,Tamil,1,0,0.2643,56.25,07,0.1152378519550333,0.06187395118002969,0.4742360227290505,3,28,1,6,14,10,8,0
Google_Display,PharmEasy_Baby,Playable_Ad,Testimonial_Mom,Watch_More,New_Mom_0_3m,Kannada,0,0,0.4446,78.99,07,0.1401813478807937,0.06387978616483428,0.5084830762682166,2,36,7,29,19,14,5,0
Google_UAC,BabyChakra,Video_15s,Celebrity_Endorsement,Swipe_Up,Pregnant_Tri3,English,0,0,0.429,76.69,07,0.15539870764468955,0.07530298725612458,0.4847535797135692,4,3,18,1,17,22,1,0
Google_Display,Mylo_PregaPlus,Video_30s,Ingredient_Science,Install_Now,Pregnant_Tri2,Hinglish,0,0,0.403,73.5,07,0.1334543434009013,0.0644735523998899,0.4516084192242663,2,31,19,17,10,21,4,0
YouTube_Shorts,Mylo_LactoMama,Carousel,Ingredient_Science,Learn_More,Lookalike_Purchasers,Tamil,0,0,0.2236,59.45,07,0.1343352652702156,0.07175900042396463,0.5259868777189913,13,29,1,17,12,10,8,0
Google_Search,Healofy,Reels_Remix,Ingredient_Science,Swipe_Up,New_Mom_6_12m,Malayalam,0,0,0.2139,62.07,07,0.13475074081283395,0.06112552315604576,0.4583508476604214,3,9,8,17,17,17,6,0
Google_Display,Mylo_Ovaluna,Lead_Form,Fear_Appeal,Swipe_Up,Broad_Women_25_34,English,0,0,0.08,35.55,07,0.14172563210411213,0.06250365519493885,0.5562016824848621,2,30,6,12,17,1,1,0
Meta_Reels,Mylo_Ovaluna,Video_60s,Discount_Offer,Get_Offer,Broad_Women_25_34,Kannada,1,0,0.1943,52.08,07,0.11908782767150736,0.04850450278454848,0.42590525071030116,9,30,20,6,7,1,5,0
Google_UAC,MamEarth,Lead_Form,Fear_Appeal,Shop_Now,New_Mom_0_3m,English,0,0,0.26,52.12,07,0.2113025336886923,0.11437995861037778,0.39909625567305274,4,19,6,12,14,14,1,0
Meta_Feed,Mylo_Ovaluna,Video_30s,Comparison_Ad,Shop_Now,Pregnant_Tri2,Tamil,0,0,0.4203,77.57,07,0.2173070491807385,0.11951652795391329,0.4947996737617852,8,30,19,4,14,21,8,0
Meta_Feed,MamEarth,Static_Image,Problem_Solution,Swipe_Up,TTC,Hindi,0,0,0.4268,73.26,07,0.1314858806142639,0.06584463970754209,0.6116677546361552,8,19,12,23,17,29,3,0
Meta_Reels,Mylo_PregaPlus,Collection_Ad,Testimonial_Mom,Swipe_Up,New_Mom_6_12m,Kannada,0,0,0.3996,74.41,07,0.16552187348283312,0.08307991721341723,0.45367463105064443,9,31,3,29,17,17,5,0
YouTube_Shorts,Mylo_Ovaluna,Video_30s,Discount_Offer,Learn_More,Pregnant_Tri3,English,1,0,0.3479,66.12,07,0.10756807866528616,0.04906290268322939,0.48711641600092426,13,30,19,6,12,22,1,0
YouTube_Shorts,Mylo_LactoMama,Carousel,Testimonial_Mom,Install_Now,Toddler_Mom_1_2y,Marathi,0,0,0.2514,63.28,07,0.2581590704975782,0.10947057242105784,0.4886363542801784,13,29,1,29,10,32,7,0
Google_UAC,Healofy,Static_Image,Myth_Busting,Watch_More,Lookalike_Purchasers,Hindi,0,0,0.3614,67.43,07,0.20159635652671748,0.10409809509050119,0.4324642763256716,4,9,12,21,19,10,3,0
Meta_Feed,BabyChakra,Playable_Ad,Discount_Offer,Get_Offer,Broad_Women_25_34,Malayalam,1,0,0.2403,48.84,07,0.059531786956756406,0.03104202891402913,0.3959425696905391,8,3,7,6,7,1,6,0
Google_UAC,Mylo_LactoMama,Carousel,Comparison_Ad,Install_Now,New_Mom_6_12m,English,0,0,0.2919,61.12,07,0.18525247039872034,0.0941777188108594,0.5493199468347747,4,29,1,4,10,17,1,0
Meta_Reels,Mylo_PregaPlus,Video_30s,Problem_Solution,Get_Offer,Pregnant_Tri2,Hinglish,0,0,0.3851,72.18,07,0.18067997823074608,0.08554834467548089,0.5076350456381813,9,31,19,23,7,21,4,0
YouTube_Shorts,Mylo_Ovaluna,Video_15s,Myth_Busting,Install_Now,Retargeting_App_Inactive,Telugu,0,0,0.3783,72.48,07,0.18117260856132125,0.09872240645503132,0.6626337982974534,13,30,18,21,10,26,9,0
Google_Display,Healofy,Stories_Poll,Emotional_Journey,Install_Now,Pregnant_Tri1,Bengali,0,0,0.3361,67.67,07,0.2034526925256448,0.10555241562194227,0.6844567162129773,2,9,13,10,10,20,0,0
Meta_Reels,Mylo_DiapersApp,Video_30s,Doctor_Expert,Watch_More,Broad_Women_25_34,Kannada,0,1,0.404,85.28,07,0.19811552279304998,0.1103010659734714,0.5338132346826119,9,28,19,7,19,1,5,0
Meta_Feed,Mylo_PregaPlus,Reels_Remix,UGC_Repost,Swipe_Up,Pregnant_Tri1,Hindi,0,0,0.2619,62.27,07,0.16762965423468612,0.06931498373590558,0.5782461223655506,8,31,8,32,17,20,3,0
Google_Display,Mylo_PregaPlus,Video_15s,Discount_Offer,Swipe_Up,New_Mom_0_3m,Hinglish,1,0,0.38,70.3,07,0.12023055094487921,0.06352147099262377,0.49503408036705565,2,31,18,6,17,14,4,0
Meta_Stories,Mylo_Ovaluna,Video_30s,Seasonal_Festival,Swipe_Up,Pregnant_Tri3,Hinglish,0,0,0.38,73.47,07,0.13963678287108686,0.06868766350828771,0.5618335728314042,10,30,19,27,17,22,4,0
Meta_Feed,Mylo_App,Collection_Ad,Celebrity_Endorsement,Watch_More,Broad_Women_18_24,Tamil,0,0,0.1637,35.82,07,0.14795966003610925,0.07544100212289738,0.6304414685026591,8,27,3,1,19,0,8,0
YouTube_Shorts,Mylo_App,Video_15s,Ingredient_Science,Install_Now,Toddler_Mom_1_2y,Hindi,0,0,0.321,65.53,07,0.1514436143630258,0.07795415551787044,0.4999662763924753,13,27,18,17,10,32,3,0
Meta_Feed,Mylo_LactoMama,Video_15s,Myth_Busting,Shop_Now,Lookalike_Purchasers,English,0,0,0.2989,59.65,07,0.16403425688608983,0.08697986354618428,0.4824325724113302,8,29,18,21,14,10,1,0
Google_Display,BabyChakra,Video_60s,Fear_Appeal,Book_Free_Consult,Broad_Women_25_34,Hindi,0,0,0.1957,62.06,07,0.14943023483190435,0.06360430506004076,0.5681035863147339,2,3,20,12,1,1,3,0
Google_Search,Healofy,Playable_Ad,Fear_Appeal,Install_Now,Broad_Women_25_34,Hindi,0,0,0.2096,58.05,07,0.12887668937376806,0.05686763979556525,0.44939486999087647,3,9,7,12,10,1,3,0
Meta_Stories,Mylo_App,Carousel,Testimonial_Mom,Learn_More,Toddler_Mom_1_2y,Hinglish,0,0,0.3026,68.09,07,0.1557879102205942,0.07848272298674448,0.31220191394954977,10,27,1,29,12,32,4,0
Meta_Reels,Mylo_App,Collection_Ad,Problem_Solution,Shop_Now,Pregnant_Tri2,Marathi,0,0,0.3999,76.81,07,0.1627358769450459,0.06441260087510557,0.46539922829404656,9,27,3,23,14,21,7,0
Meta_Feed,Mylo_Ovaluna,Static_Image,Myth_Busting,Install_Now,New_Mom_6_12m,Hindi,0,0,0.3171,62.66,07,0.13309739432131573,0.05364051082374724,0.5948825836949064,8,30,12,21,10,17,3,0
Meta_Reels,Mylo_PregaPlus,Video_15s,Product_Demo,Get_Offer,Broad_Women_25_34,Hinglish,0,0,0.2703,62.96,07,0.15972686983921186,0.09124664125639732,0.4585137360211969,9,31,18,25,7,1,4,0
Meta_Stories,Mylo_Ovaluna,Playable_Ad,Emotional_Journey,Sign_Up,New_Mom_3_6m,English,0,0,0.38,71.75,07,0.14122273939118005,0.06967466088639859,0.37837691653043803,10,30,7,10,16,16,1,0
Meta_Stories,Mylo_Ovaluna,Video_15s,Product_Demo,Swipe_Up,Pregnant_Tri3,Telugu,0,0,0.3938,74.84,07,0.19196013998109276,0.1021476606370456,0.3961618334187038,10,30,18,25,17,22,9,0
Meta_Stories,Healofy,Video_30s,Seasonal_Festival,Shop_Now,Broad_Women_25_34,English,0,0,0.1564,56.19,07,0.14716320186393408,0.07082470014194249,0.5863019755178878,10,9,19,27,14,1,1,0
Google_Search,Mylo_Ovaluna,Collection_Ad,Before_After,Sign_Up,TTC,Hindi,0,0,0.3887,71.88,07,0.14962701204072548,0.07143698982822398,0.5909002321683998,3,30,3,0,16,29,3,0
Google_UAC,HealthKart_Women,Reels_Remix,Fear_Appeal,Get_Offer,New_Mom_3_6m,Tamil,0,0,0.3742,71.23,07,0.1469729051437869,0.0679631040224456,0.576548016169239,4,10,8,12,7,16,8,0
Meta_Stories,PharmEasy_Baby,Carousel,Seasonal_Festival,Get_Offer,New_Mom_6_12m,English,0,0,0.334,65.46,07,0.11414629004756649,0.05393014704360774,0.5250927245637975,10,36,1,27,7,17,1,0
Google_UAC,HealthKart_Women,Video_15s,UGC_Repost,Install_Now,TTC,Marathi,0,0,0.4335,76.79,07,0.17469833458573317,0.07541705107244832,0.5088531333488463,4,10,18,32,10,29,7,0
Meta_Stories,Mylo_App,Carousel,Ingredient_Science,Install_Now,New_Mom_6_12m,Bengali,0,0,0.2214,61.88,07,0.17515518160571397,0.09329011850088544,0.5930578002091653,10,27,1,17,10,17,0,0
YouTube_Shorts,MamEarth,Video_30s,Problem_Solution,Shop_Now,Pregnant_Tri1,Kannada,0,0,0.2155,59.94,07,0.15700594992811479,0.07577647540856428,0.5738255439610702,13,19,19,23,14,20,5,0
Google_Search,Mylo_LactoMama,Static_Image,Discount_Offer,Learn_More,Retargeting_Cart_Abandon,English,1,0,0.2812,62.77,07,0.10185909339816449,0.05481480160898956,0.5395712541135669,3,29,12,6,12,27,1,0
YouTube_Shorts,Mylo_DiapersApp,Video_30s,Fear_Appeal,Sign_Up,Broad_Women_25_34,Hinglish,0,0,0.3371,58.21,07,0.12839627154660785,0.05681415508594904,0.7994312922309947,13,28,19,12,16,1,4,0
Google_Search,Mylo_DiapersApp,Lead_Form,Product_Demo,Shop_Now,Pregnant_Tri2,English,0,0,0.26,55.08,07,0.16706031888162534,0.0829914051970993,0.5571122536373608,3,28,6,25,14,21,1,0
Google_Search,Mylo_DiapersApp,Video_15s,Emotional_Journey,Shop_Now,Broad_Women_25_34,Kannada,0,0,0.2798,59.59,07,0.1655926983541256,0.08259820614688526,0.3400801992312969,3,28,18,10,14,1,5,0
Google_Display,BabyChakra,Collection_Ad,UGC_Repost,Swipe_Up,Broad_Women_25_34,Marathi,0,0,0.2047,57.99,07,0.13531104768038582,0.055472867228018814,0.5270516297794801,2,3,3,32,17,1,7,0
Meta_Reels,Mylo_PregaPlus,Video_30s,Product_Demo,Shop_Now,TTC,Hindi,0,0,0.38,71.18,07,0.1898474599365531,0.09744407169478463,0.467497631071992,9,31,19,25,14,29,3,0
Google_Display,Mylo_App,Playable_Ad,Product_Demo,Swipe_Up,Broad_Women_35_44,Hinglish,0,0,0.3115,62.4,07,0.20848333790813667,0.11609283606839647,0.5313827672946271,2,27,7,25,17,2,4,0
Google_UAC,Mylo_PregaPlus,Video_15s,Problem_Solution,Learn_More,Toddler_Mom_1_2y,English,0,0,0.1926,54.36,07,0.16176300349145034,0.07888441083318375,0.42679052710313803,4,31,18,23,12,32,1,0
Google_UAC,Mylo_Ovaluna,Stories_Poll,Emotional_Journey,Shop_Now,New_Mom_3_6m,Hinglish,0,0,0.38,72.46,07,0.10915062395989078,0.05837778742749432,0.582030719999463,4,30,13,10,14,16,4,0
Google_Search,HealthKart_Women,Reels_Remix,UGC_Repost,Watch_More,New_Mom_0_3m,English,0,0,0.38,77.39,07,0.13510849898233293,0.06113023367666923,0.428216017902751,3,10,8,32,19,14,1,0
Meta_Reels,BabyChakra,Video_60s,UGC_Repost,Swipe_Up,TTC,Kannada,0,0,0.3718,74.17,07,0.13200112870070127,0.0672919958404598,0.5276987952617478,9,3,20,32,17,29,5,0
Google_Search,Mylo_LactoMama,Lead_Form,Ingredient_Science,Swipe_Up,Pregnant_Tri2,Hinglish,0,0,0.2568,53.96,07,0.1895456558104426,0.09118651606487588,0.3686514437308321,3,29,6,17,17,21,4,0
Meta_Feed,MamEarth,Video_15s,Testimonial_Mom,Sign_Up,Broad_Women_35_44,Hinglish,0,0,0.3747,69.62,07,0.17005365429175615,0.07808270255059632,0.633787992360857,8,19,18,29,16,2,4,0
Google_UAC,Mylo_DiapersApp,Stories_Poll,Before_After,Swipe_Up,TTC,Tamil,0,0,0.3368,71.03,07,0.1539696116500093,0.0798934622359119,0.5732990370146536,4,28,13,0,17,29,8,0
Google_UAC,HealthKart_Women,Video_15s,Discount_Offer,Shop_Now,Pregnant_Tri1,Marathi,1,0,0.2119,53.99,07,0.09232069480267097,0.04250698677651897,0.547364098183831,4,10,18,6,14,20,7,0
Meta_Reels,BabyChakra,Video_30s,Myth_Busting,Install_Now,Pregnant_Tri3,English,0,0,0.38,74.04,07,0.1799330830851154,0.09195659271974783,0.43324336417260423,9,3,19,21,10,22,1,0
Meta_Stories,Mylo_DiapersApp,Playable_Ad,Fear_Appeal,Install_Now,Broad_Women_25_34,Hindi,0,0,0.3366,62.19,07,0.12865105310381317,0.05032351774230663,0.5503730856763045,10,28,7,12,10,1,3,0
Meta_Reels,Mylo_Ovaluna,Static_Image,Emotional_Journey,Sign_Up,Broad_Women_25_34,English,0,0,0.2482,57.62,07,0.15726625307285727,0.07695099729345913,0.47398445789067284,9,30,12,10,16,1,1,0
Google_UAC,MamEarth,Video_15s,Ingredient_Science,Install_Now,New_Mom_0_3m,Malayalam,0,0,0.4109,74.65,07,0.151930325663899,0.07589871012991048,0.5319070233284479,4,19,18,17,10,14,6,0
Meta_Feed,BabyChakra,Reels_Remix,UGC_Repost,Swipe_Up,Pregnant_Tri3,Hindi,0,0,0.4587,74.56,07,0.16269247034993967,0.0841764103805708,0.3931658681541196,8,3,8,32,17,22,3,0
Google_UAC,Mylo_PregaPlus,Collection_Ad,Emotional_Journey,Install_Now,Pregnant_Tri3,Hinglish,0,0,0.38,74.63,07,0.1806227387326811,0.09944629550021722,0.5489728931186397,4,31,3,10,10,22,4,0
Google_Search,Mylo_LactoMama,Video_15s,Testimonial_Mom,Sign_Up,New_Mom_6_12m,Hindi,0,0,0.3621,70.84,07,0.1689446537055021,0.0793379226894187,0.6602089431187439,3,29,18,29,16,17,3,0
Google_Display,Mylo_App,Carousel,Emotional_Journey,Shop_Now,New_Mom_6_12m,Telugu,0,0,0.1543,53.79,07,0.19571094696616292,0.09028665212243206,0.4968342800994838,2,27,1,10,14,17,9,0
YouTube_Shorts,MamEarth,Video_15s,Fear_Appeal,Install_Now,Pregnant_Tri1,Tamil,0,0,0.3524,68.77,07,0.17627963135656796,0.0970712128901796,0.6088114461422099,13,19,18,12,10,20,8,0
Meta_Reels,HealthKart_Women,Video_15s,Product_Demo,Install_Now,Pregnant_Tri3,Marathi,0,0,0.4543,79.2,07,0.17744654194454834,0.09389554366523971,0.5815020608521071,9,10,18,25,10,22,7,0
Meta_Feed,Mylo_Ovaluna,Stories_Poll,Problem_Solution,Swipe_Up,Broad_Women_18_24,Kannada,0,0,0.2437,38.12,07,0.14923491231994274,0.07868942451561466,0.3495767487760715,8,30,13,23,17,0,5,0
Google_UAC,MamEarth,Static_Image,Seasonal_Festival,Learn_More,Pregnant_Tri1,Hindi,0,0,0.314,65.03,07,0.15431614567721402,0.08499525715116224,0.39832686628462055,4,19,12,27,12,20,3,0
Meta_Reels,Mylo_App,Carousel,Problem_Solution,Learn_More,Pregnant_Tri2,Marathi,0,0,0.4759,80.42,07,0.15366482345693058,0.07506822617714294,0.5278851964482909,9,27,1,23,12,21,7,0
Google_UAC,Mylo_LactoMama,Playable_Ad,Emotional_Journey,Book_Free_Consult,New_Mom_3_6m,Hinglish,0,0,0.38,74.03,07,0.11724480998978003,0.04558300554164932,0.42008732950713396,4,29,7,10,1,16,4,0
Meta_Reels,Healofy,Video_15s,Comparison_Ad,Swipe_Up,Broad_Women_25_34,Marathi,0,0,0.2795,61.55,07,0.1398414414229487,0.06541467064722682,0.5491618750597124,9,9,18,4,17,1,7,0
Meta_Reels,Mylo_PregaPlus,Carousel,Doctor_Expert,Shop_Now,Pregnant_Tri3,Telugu,0,1,0.52,94.28,07,0.2167687418032481,0.12365478044734522,0.5974000428616478,9,31,1,7,14,22,9,0
Meta_Stories,PharmEasy_Baby,Lead_Form,UGC_Repost,Watch_More,Retargeting_App_Inactive,Telugu,0,0,0.26,54.51,07,0.15789021595708225,0.06292031055154154,0.5206231969870146,10,36,6,32,19,26,9,0
Google_UAC,HealthKart_Women,Lead_Form,Seasonal_Festival,Install_Now,Broad_Women_25_34,Telugu,0,0,0.1971,42.27,07,0.13138918789009935,0.06583895948751936,0.5060956705943854,4,10,6,27,10,1,9,0
Meta_Reels,Mylo_LactoMama,Video_60s,Problem_Solution,Shop_Now,Broad_Women_25_34,Hindi,0,0,0.322,59.58,07,0.14603961280590608,0.07804939677994785,0.4752973182641772,9,29,20,23,14,1,3,0
Meta_Reels,Healofy,Static_Image,Celebrity_Endorsement,Learn_More,Broad_Women_18_24,Marathi,0,0,0.1,35.06,07,0.14469450285508392,0.07250954934441667,0.3391988076207998,9,9,12,1,12,0,7,0
Meta_Reels,HealthKart_Women,Video_15s,Ingredient_Science,Swipe_Up,Toddler_Mom_1_2y,Tamil,0,0,0.298,62.91,07,0.1614162564031984,0.07957020754544052,0.4750957694227333,9,10,18,17,17,32,8,0
Meta_Reels,MamEarth,Static_Image,UGC_Repost,Learn_More,New_Mom_0_3m,Hinglish,0,0,0.3131,70.18,07,0.13677240550493966,0.06244480951762543,0.5223644871326024,9,19,12,32,12,14,4,0
Meta_Reels,Healofy,Video_30s,Discount_Offer,Swipe_Up,New_Mom_3_6m,Marathi,1,0,0.4281,72.89,07,0.1439659880179132,0.07253606669789893,0.4905991622575444,9,9,19,6,17,16,7,0
Meta_Feed,BabyChakra,Collection_Ad,Doctor_Expert,Install_Now,Broad_Women_25_34,Hindi,0,1,0.3291,78.19,07,0.19844607466895722,0.12763029591767205,0.5252217108033319,8,3,3,7,10,1,3,0
Google_Search,Mylo_Ovaluna,Lead_Form,Comparison_Ad,Swipe_Up,New_Mom_6_12m,Telugu,0,0,0.0846,39.4,07,0.13816799435977886,0.0703272390082411,0.5244258214344695,3,30,6,4,17,17,9,0
Google_Search,MamEarth,Collection_Ad,Ingredient_Science,Install_Now,Broad_Women_25_34,Hindi,0,0,0.2337,58.52,07,0.12686090483476817,0.06301525959402549,0.5799124254959592,3,19,3,17,10,1,3,0
Meta_Feed,BabyChakra,Collection_Ad,Ingredient_Science,Swipe_Up,New_Mom_3_6m,Tamil,0,0,0.4128,74.71,07,0.1583541091206727,0.0731477829150739,0.4742507516301714,8,3,3,17,17,16,8,0
Meta_Stories,Mylo_LactoMama,Video_15s,Testimonial_Mom,Install_Now,TTC,Hinglish,0,0,0.4,78.64,07,0.20731314051461883,0.08768133087173811,0.45374175507679415,10,29,18,29,10,29,4,0
Google_UAC,PharmEasy_Baby,Stories_Poll,Product_Demo,Watch_More,Pregnant_Tri1,Hinglish,0,0,0.2952,61.09,07,0.1514253436186281,0.0743335246537623,0.556776616705143,4,36,13,25,19,20,4,0
Meta_Stories,Mylo_App,Video_30s,Testimonial_Mom,Install_Now,New_Mom_6_12m,Malayalam,0,0,0.3414,68.69,07,0.16458551094792012,0.07072597672228026,0.5243985319166137,10,27,19,29,10,17,6,0
Meta_Feed,Mylo_DiapersApp,Carousel,Emotional_Journey,Install_Now,New_Mom_6_12m,English,0,0,0.2051,60.91,07,0.20030644521736488,0.08609939835524981,0.4771060595076847,8,28,1,10,10,17,1,0
Google_Search,Mylo_App,Video_15s,Problem_Solution,Sign_Up,Broad_Women_35_44,Hindi,0,0,0.2281,62.99,07,0.16410187148506852,0.0795388659476017,0.44357083603555236,3,27,18,23,16,2,3,0
Meta_Reels,Mylo_Ovaluna,Video_15s,Problem_Solution,Install_Now,Broad_Women_25_34,Hinglish,0,0,0.283,64.85,07,0.19201289194382365,0.11112411214515677,0.41095517350887273,9,30,18,23,10,1,4,0
Google_UAC,HealthKart_Women,Carousel,Product_Demo,Learn_More,Toddler_Mom_1_2y,Kannada,0,0,0.3532,63.99,07,0.15176715194727078,0.08324635001216646,0.5012026021116875,4,10,1,25,12,32,5,0
Meta_Stories,MamEarth,Lead_Form,Myth_Busting,Shop_Now,Lookalike_Purchasers,Hinglish,0,0,0.1069,40.44,07,0.1259914671283422,0.06382804825153904,0.4398294100574144,10,19,6,21,14,10,4,0
Google_Display,BabyChakra,Static_Image,Before_After,Install_Now,New_Mom_6_12m,Telugu,0,0,0.2767,64.9,07,0.12819402722234874,0.05597429655784973,0.455255440274196,2,3,12,0,10,17,9,0
Meta_Reels,Mylo_PregaPlus,Static_Image,Emotional_Journey,Swipe_Up,TTC,English,0,0,0.433,75.04,07,0.16841630406821534,0.07014649678054766,0.4058191275997812,9,31,12,10,17,29,1,0
YouTube_Shorts,Mylo_Ovaluna,Playable_Ad,Emotional_Journey,Get_Offer,New_Mom_6_12m,English,0,0,0.2343,57.25,07,0.18742823404003983,0.09455666739095386,0.4922850009156224,13,30,7,10,7,17,1,0
Meta_Reels,Mylo_Ovaluna,Reels_Remix,Myth_Busting,Swipe_Up,TTC,Malayalam,0,0,0.4167,76.61,07,0.14249990929634282,0.07611471290942393,0.5548352999091155,9,30,8,21,17,29,6,0
Google_Search,Mylo_App,Reels_Remix,Product_Demo,Shop_Now,TTC,Hinglish,0,0,0.3193,70.59,07,0.17206432279558856,0.07896915835143906,0.4380776619261999,3,27,8,25,14,29,4,0
Google_UAC,Mylo_PregaPlus,Carousel,Testimonial_Mom,Swipe_Up,Pregnant_Tri2,English,0,0,0.4162,77.88,07,0.16343122905287313,0.09126875515169719,0.3618587885130511,4,31,1,29,17,21,1,0
Google_Search,Mylo_LactoMama,Carousel,Product_Demo,Watch_More,Pregnant_Tri2,Hindi,0,0,0.38,75.64,07,0.13230233337110958,0.06053475034360329,0.5772066863732445,3,29,1,25,19,21,3,0
Google_UAC,Mylo_Ovaluna,Carousel,Discount_Offer,Shop_Now,New_Mom_6_12m,Hindi,1,0,0.2013,52.76,07,0.1167260933045201,0.06113160564664277,0.6070902396973238,4,30,1,6,14,17,3,0
Google_UAC,PharmEasy_Baby,Carousel,Testimonial_Mom,Sign_Up,Broad_Women_18_24,Marathi,0,0,0.2345,45.11,07,0.14433033772747278,0.07709560273530602,0.45273258576509473,4,36,1,29,16,0,7,0
Google_Search,Mylo_DiapersApp,Video_15s,Testimonial_Mom,Install_Now,Toddler_Mom_1_2y,Hindi,0,0,0.2811,63.89,07,0.23182590011774193,0.11209504611014738,0.4469118785281764,3,28,18,29,10,32,3,0
Meta_Feed,BabyChakra,Stories_Poll,Celebrity_Endorsement,Shop_Now,Broad_Women_35_44,Hindi,0,0,0.2247,56.35,07,0.15329915481270634,0.06333068410754931,0.68185959878164,8,3,13,1,14,2,3,0
Google_Display,Mylo_App,Playable_Ad,Product_Demo,Shop_Now,Broad_Women_35_44,Hindi,0,0,0.2314,58.09,07,0.1252974602112484,0.061162576012858204,0.6022337744817284,2,27,7,25,14,2,3,0
Google_Display,MamEarth,Stories_Poll,UGC_Repost,Get_Offer,Lookalike_Purchasers,Bengali,0,0,0.3143,65.94,07,0.16056046325976414,0.06392354352289557,0.561850055316141,2,19,13,32,7,10,0,0
Google_UAC,BabyChakra,Collection_Ad,Ingredient_Science,Watch_More,Pregnant_Tri2,Hinglish,0,0,0.38,73.07,07,0.1504754568305907,0.07623853934951712,0.4018465861286763,4,3,3,17,19,21,4,0
Google_UAC,PharmEasy_Baby,Video_30s,Discount_Offer,Sign_Up,Pregnant_Tri2,English,1,0,0.38,70.17,07,0.1044495489550858,0.05917229517860168,0.5336588421042153,4,36,19,6,16,21,1,0
Meta_Reels,Mylo_DiapersApp,Video_30s,Myth_Busting,Shop_Now,Pregnant_Tri3,Malayalam,0,0,0.3931,76.82,07,0.1616439894342438,0.07853137942592764,0.43090616584772984,9,28,19,21,14,22,6,0
Google_Search,PharmEasy_Baby,Collection_Ad,Emotional_Journey,Shop_Now,Broad_Women_35_44,Hindi,0,0,0.3143,59.87,07,0.12183586079668678,0.05832904690662221,0.4388763651842413,3,36,3,10,14,2,3,0
Meta_Feed,HealthKart_Women,Video_30s,Ingredient_Science,Swipe_Up,Lookalike_Purchasers,Hindi,0,0,0.1829,53.14,07,0.14218356421942188,0.06790437272966887,0.702242658040027,8,10,19,17,17,10,3,0
Google_Search,Mylo_PregaPlus,Static_Image,Celebrity_Endorsement,Sign_Up,New_Mom_0_3m,English,0,0,0.3452,70.3,07,0.15960530180533963,0.0842125264626006,0.44673966355718187,3,31,12,1,16,14,1,0
Google_Search,HealthKart_Women,Video_15s,Product_Demo,Learn_More,Broad_Women_18_24,Hinglish,0,0,0.12,37.66,07,0.2116523453865002,0.07416937350806257,0.46680169047105896,3,10,18,25,12,0,4,0
Google_Search,PharmEasy_Baby,Lead_Form,Myth_Busting,Swipe_Up,Broad_Women_18_24,English,0,0,0.0944,23.02,07,0.15864364784812407,0.07447655863398786,0.4504205619916862,3,36,6,21,17,0,1,0
Google_UAC,Healofy,Video_15s,Comparison_Ad,Watch_More,Broad_Women_25_34,Telugu,0,0,0.2127,55.57,07,0.17212435339560161,0.07904420708484497,0.40552387227296904,4,9,18,4,19,1,9,0
Meta_Reels,HealthKart_Women,Static_Image,Celebrity_Endorsement,Learn_More,Broad_Women_25_34,Marathi,0,0,0.2901,63.78,07,0.14619890464974972,0.07680305664040596,0.39904537822801567,9,10,12,1,12,1,7,0
Google_UAC,Healofy,Static_Image,Ingredient_Science,Shop_Now,Broad_Women_25_34,English,0,0,0.3647,64.29,07,0.1819461939078055,0.08233066628961891,0.4316074317043346,4,9,12,17,14,1,1,0
Google_UAC,Mylo_PregaPlus,Video_30s,Product_Demo,Install_Now,Pregnant_Tri1,English,0,0,0.2861,62.48,07,0.18704266429983793,0.10210993271092536,0.6009259666075376,4,31,19,25,10,20,1,0
